case_id,crime_datetime,district,taluk,police_station,crime_category,crime_type,crime_severity,case_status,fir_registered,act_id,section_id
CR000175,2025-08-23 00:07:57,Haveri,Haveri,Shiggaon PS,Rural Crime,Cattle Theft,Medium,Under Investigation,Yes,ACT001,SEC019
CR000176,2026-04-04 13:15:16,Bengaluru Rural,Nelamangala,Doddabelavangala PS,Rural Crime,Sand Mining,Medium,Pending Trial,Yes,ACT001,SEC021
CR000177,2026-01-09 18:54:25,Chikkamagaluru,Tarikere,Koppa PS,Public Order,Illegal Gambling,Medium,Closed,Yes,ACT007,SEC016
CR000178,2024-08-14 20:16:11,Bidar,Bhalki,Chintaki PS,Violent Crime,Attempt to Murder,Critical,Closed,Yes,ACT001,SEC002
CR000179,2025-02-09 07:08:05,Chamarajanagar,Kollegal,Chamarajanagar Traffic PS,Violent Crime,Assault,Critical,Charge Sheet Filed,Yes,ACT001,SEC006
CR000180,2025-05-07 11:06:07,Chitradurga,Chitradurga,Chitradurga Extension PS,Economic Crime,Financial Fraud,Medium,Charge Sheet Filed,Yes,ACT002,SEC014
CR000181,2025-10-25 16:10:17,Chikkaballapura,Chikkaballapura,Nandi Giridhama PS,Cyber Crime,UPI Fraud,Medium,Pending Trial,Yes,ACT002,SEC008
CR000182,2024-08-08 15:09:21,Uttara Kannada,Sirsi,Karwar Rural PS,Crime Against Women,Domestic Violence,High,Pending Trial,Yes,ACT001,SEC012
CR000183,2025-12-15 01:11:10,Mandya,Krishnarajpet,Kikkeri PS,Cyber Crime,Phishing,Medium,Closed,No,ACT002,SEC009
CR000184,2024-12-24 12:30:00,Kodagu,Somvarpet,Kushalnagar Traffic PS,Violent Crime,Attempt to Murder,Critical,Closed,Yes,ACT001,SEC002
CR000185,2026-02-12 19:43:35,Dharwad,Navalgund,Hubli Town PS,Crime Against Women,Domestic Violence,High,Closed,Yes,ACT001,SEC012
CR000186,2025-10-23 04:52:32,Raichur,Manvi,Yeregera PS,Public Order,Rioting,Medium,Pending Trial,Yes,ACT001,SEC018
CR000187,2025-08-07 20:40:59,Tumakuru,Gubbi,Tiptur Town PS,Economic Crime,Financial Fraud,Medium,Under Investigation,Yes,ACT002,SEC014
CR000188,2025-07-03 16:12:42,Bengaluru Rural,Hosakote,Hosakote PS,Cyber Crime,UPI Fraud,Medium,Charge Sheet Filed,No,ACT002,SEC008
CR000189,2026-07-06 16:58:32,Chamarajanagar,Yelandur,Chamarajanagar Traffic PS,Property Crime,House Burglary,Medium,Pending Trial,Yes,ACT001,SEC003
CR000190,2024-11-14 08:49:41,Uttara Kannada,Karwar,Bhatkal Town PS,Crime Against Women,Sexual Harassment,High,Pending Trial,Yes,ACT001,SEC007
CR000191,2025-02-01 00:20:45,Chitradurga,Hiriyur,Chitradurga CEN Crime PS,Violent Crime,Assault,Critical,Charge Sheet Filed,Yes,ACT001,SEC006
CR000192,2026-07-19 09:27:04,Hassan,Hassan,Arasikere Town PS,Property Crime,Shop Theft,Medium,Under Investigation,Yes,ACT001,SEC003
CR000193,2024-09-23 15:34:08,Kalaburagi,Yadrami,Nimbarga PS,Public Order,Rioting,Medium,Charge Sheet Filed,Yes,ACT001,SEC018
CR000194,2025-08-29 17:21:12,Chikkaballapura,Chikkaballapura,Chelur PS,Crime Against Women,Domestic Violence,High,Closed,Yes,ACT001,SEC012
CR000195,2024-09-10 23:37:03,Davanagere,Channagiri,Harihara Town PS,Rural Crime,Sand Mining,Medium,Pending Trial,Yes,ACT001,SEC021
CR000196,2025-07-25 09:36:55,Uttara Kannada,Yellapur,Kumta PS,Property Crime,Shop Theft,Medium,Under Investigation,Yes,ACT001,SEC003
CR000197,2025-05-10 10:54:34,Chamarajanagar,Kollegal,Chamarajanagar Traffic PS,Violent Crime,Robbery,Critical,Under Investigation,Yes,ACT001,SEC004
CR000198,2025-05-11 05:32:37,Chikkamagaluru,Tarikere,Koppa PS,Crime Against Women,Domestic Violence,High,Pending Trial,Yes,ACT001,SEC012
CR000199,2026-05-17 00:25:49,Hassan,Sakleshpur,Alur PS,Economic Crime,Forgery,Medium,Closed,No,ACT001,SEC015
CR000200,2024-11-29 22:49:32,Tumakuru,Koratagere,Thilak Park PS,Economic Crime,Forgery,Medium,Under Investigation,Yes,ACT001,SEC015
CR000201,2025-01-21 12:51:46,Tumakuru,Chiknayakanhalli,Amruthur PS,Economic Crime,Financial Fraud,Medium,Pending Trial,No,ACT002,SEC014
CR000202,2025-04-13 00:15:17,Chitradurga,Chitradurga,Chitradurga Extension PS,Violent Crime,Murder,Critical,Closed,Yes,ACT001,SEC001
CR000203,2025-07-28 21:47:17,Shivamogga,Sorab,Bhadravathi Rural PS,Property Crime,Shop Theft,Medium,Under Investigation,Yes,ACT001,SEC003
CR000204,2025-11-24 15:50:50,Chikkaballapura,Chelur,Peresandra PS,Cyber Crime,Phishing,Medium,Closed,Yes,ACT002,SEC009
CR000205,2025-03-13 19:37:39,Uttara Kannada,Sirsi,Gokarna PS,Rural Crime,Crop Theft,Medium,Under Investigation,Yes,ACT001,SEC020
CR000206,2026-03-07 15:01:15,Bengaluru South,Channapatna,Akkur PS,Violent Crime,Assault,Critical,Pending Trial,Yes,ACT001,SEC006
CR000207,2025-10-17 23:01:50,Bengaluru Urban,Bengaluru East,Jeevan Bheemanagar PS,Rural Crime,Sand Mining,Medium,Under Investigation,No,ACT001,SEC021
CR000208,2025-03-04 04:31:10,Uttara Kannada,Yellapur,Kumta PS,Public Order,Illegal Gambling,Medium,Under Investigation,No,ACT007,SEC016
CR000209,2025-07-09 13:13:44,Mandya,Malavalli,K.M. Doddi PS,Public Order,Illegal Gambling,Medium,Pending Trial,No,ACT007,SEC016
CR000210,2025-07-28 09:59:13,Shivamogga,Shikarpur,Bhadravathi New Town PS,Public Order,Illegal Liquor,Medium,Under Investigation,Yes,ACT004,SEC017
CR000211,2024-08-02 12:18:55,Belagavi,Hukkeri,APMC Yard PS,Property Crime,Chain Snatching,Medium,Under Investigation,Yes,ACT001,SEC004
CR000212,2026-02-26 22:01:46,Chikkaballapura,Sidlaghatta,Nandi Giridhama PS,Rural Crime,Crop Theft,Medium,Pending Trial,No,ACT001,SEC020
CR000213,2025-11-08 13:39:10,Haveri,Byadgi,Savanoor PS,Property Crime,Chain Snatching,Medium,Under Investigation,Yes,ACT001,SEC004
CR000214,2025-06-06 16:27:51,Mysuru,Saligrama,Talakadu PS,Economic Crime,Financial Fraud,Medium,Charge Sheet Filed,Yes,ACT002,SEC014
CR000215,2025-02-17 11:52:56,Dharwad,Annigeri,Kasabapeth PS,Public Order,Illegal Liquor,Medium,Charge Sheet Filed,Yes,ACT004,SEC017
CR000216,2024-09-10 19:19:59,Tumakuru,Koratagere,Chikkanayakanahalli PS,Cyber Crime,UPI Fraud,Medium,Charge Sheet Filed,Yes,ACT002,SEC008
CR000217,2024-08-23 19:10:57,Davanagere,Jagalur,Harihara Town PS,Economic Crime,Financial Fraud,Medium,Under Investigation,Yes,ACT002,SEC014
CR000218,2026-05-27 07:35:29,Chikkaballapura,Chintamani,Peresandra PS,Property Crime,Vehicle Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR000219,2025-09-25 02:01:39,Chitradurga,Challakere,Srirampura PS,Rural Crime,Crop Theft,Medium,Pending Trial,Yes,ACT001,SEC020
CR000220,2026-03-23 16:59:24,Chitradurga,Hosdurga,Chitradurga Extension PS,Violent Crime,Robbery,Critical,Charge Sheet Filed,Yes,ACT001,SEC004
CR000221,2026-01-25 07:21:40,Bengaluru Rural,Doddaballapura,Anekal PS,Property Crime,Shop Theft,Medium,Closed,Yes,ACT001,SEC003
CR000222,2024-11-05 14:31:45,Chamarajanagar,Chamarajanagar,Chamarajanagar Traffic PS,Economic Crime,Cheating,Medium,Pending Trial,No,ACT001,SEC005
CR000223,2024-11-25 02:50:57,Mysuru,Hunsur,V.V. Puram PS,Rural Crime,Sand Mining,Medium,Charge Sheet Filed,Yes,ACT001,SEC021
CR000224,2026-02-27 21:05:30,Mandya,Mandya,Mandya East PS,Violent Crime,Murder,Critical,Pending Trial,Yes,ACT001,SEC001
CR000225,2025-01-04 06:34:33,Bengaluru Urban,Bengaluru East,Jnanabharathi PS,Rural Crime,Crop Theft,Medium,Pending Trial,Yes,ACT001,SEC020
CR000226,2026-01-16 20:48:03,Chikkamagaluru,Kadur,Koppa PS,Public Order,Rioting,Medium,Pending Trial,Yes,ACT001,SEC018
CR000227,2025-03-12 18:49:09,Gadag,Gadag,Gadag CEN Crime PS,Property Crime,Chain Snatching,Medium,Pending Trial,No,ACT001,SEC004
CR000228,2026-06-09 07:11:30,Bagalkote,Hungund,Banahatti PS,Violent Crime,Robbery,Critical,Pending Trial,Yes,ACT001,SEC004
CR000229,2026-06-09 14:30:20,Mandya,Pandavapura,Mandya Traffic PS,Property Crime,House Burglary,Medium,Under Investigation,Yes,ACT001,SEC003
CR000230,2024-09-17 03:59:15,Chikkaballapura,Sidlaghatta,Chelur PS,Cyber Crime,OTP Scam,Medium,Pending Trial,Yes,ACT002,SEC009
CR000231,2024-07-24 21:25:17,Belagavi,Kittur,Belagavi City CEN Crime PS,Crime Against Women,Sexual Harassment,High,Charge Sheet Filed,Yes,ACT001,SEC007
CR000232,2025-05-12 05:25:26,Mandya,Pandavapura,Nagamangala Rural PS,Violent Crime,Murder,Critical,Charge Sheet Filed,Yes,ACT001,SEC001
CR000233,2025-11-29 07:05:17,Mysuru,Heggadadevankote,Hebbal PS,Cyber Crime,OTP Scam,Medium,Closed,Yes,ACT002,SEC009
CR000234,2025-11-05 21:02:32,Belagavi,Hukkeri,Ankalgi PS,Crime Against Women,Sexual Harassment,High,Pending Trial,Yes,ACT001,SEC007
CR000235,2026-03-11 14:48:03,Hassan,Arkalgud,Hassan City PS,Public Order,Illegal Gambling,Medium,Under Investigation,Yes,ACT007,SEC016
CR000236,2025-08-24 13:50:49,Uttara Kannada,Haliyal,Haliyal PS,Cyber Crime,Phishing,Medium,Pending Trial,Yes,ACT002,SEC009
CR000237,2026-02-22 05:37:24,Uttara Kannada,Supa,Banavasi PS,Public Order,Illegal Gambling,Medium,Closed,No,ACT007,SEC016
CR000238,2025-06-10 05:42:40,Mandya,Maddur,K.R. Pet Rural PS,Property Crime,Chain Snatching,Medium,Pending Trial,No,ACT001,SEC004
CR000239,2026-02-17 02:27:04,Hassan,Arsikere,Channarayapatna Traffic PS,Economic Crime,Forgery,Medium,Pending Trial,Yes,ACT001,SEC015
CR000240,2025-02-03 23:20:43,Belagavi,Gokak,Khadakalat PS,Crime Against Women,Domestic Violence,High,Charge Sheet Filed,Yes,ACT001,SEC012
CR000241,2025-04-13 09:15:17,Kolar,Srinivaspur,Kolar Town PS,Economic Crime,Financial Fraud,Medium,Closed,Yes,ACT002,SEC014
CR000242,2024-10-18 09:45:49,Haveri,Haveri,Adur PS,Rural Crime,Cattle Theft,Medium,Under Investigation,Yes,ACT001,SEC019
CR000243,2026-05-12 13:44:09,Chikkaballapura,Bagepalli,Nandi Giridhama PS,Cyber Crime,OTP Scam,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR000244,2024-12-26 18:25:11,Bengaluru Urban,Anekal,Byappanahalli PS,Property Crime,Chain Snatching,Medium,Pending Trial,No,ACT001,SEC004
CR000245,2025-05-05 01:18:48,Hassan,Belur,Hassan CEN Crime PS,Crime Against Women,Stalking,High,Under Investigation,Yes,ACT001,SEC013
CR000246,2024-12-18 03:50:15,Koppal,Kushtagi,Tavaregera PS,Rural Crime,Cattle Theft,Medium,Pending Trial,Yes,ACT001,SEC019
CR000247,2024-08-16 23:51:53,Hassan,Arsikere,Nuggehalli PS,Cyber Crime,OTP Scam,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR000248,2024-12-23 15:57:00,Bengaluru Urban,Anekal,Banashankari PS,Crime Against Women,Domestic Violence,High,Pending Trial,Yes,ACT001,SEC012
CR000249,2024-09-25 04:45:31,Chikkamagaluru,Chikkamagaluru,Jayapura PS,Property Crime,Chain Snatching,Medium,Closed,Yes,ACT001,SEC004
CR000250,2024-11-30 06:43:27,Vijayapura,Indi,Zalaki PS,Property Crime,Chain Snatching,Medium,Charge Sheet Filed,Yes,ACT001,SEC004
CR000251,2025-01-15 01:33:11,Chikkamagaluru,Tarikere,Koppa PS,Public Order,Illegal Liquor,Medium,Charge Sheet Filed,Yes,ACT004,SEC017
CR000252,2025-08-19 16:00:42,Bidar,Basavakalyan,Market PS,Public Order,Illegal Gambling,Medium,Charge Sheet Filed,Yes,ACT007,SEC016
CR000253,2025-02-18 20:58:54,Shivamogga,Sagar,Bhadravathi New Town PS,Property Crime,Chain Snatching,Medium,Charge Sheet Filed,No,ACT001,SEC004
CR000254,2025-10-21 00:45:42,Yadgir,Hunasagi,Yadgir Traffic PS,Cyber Crime,OTP Scam,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR000255,2024-11-29 04:12:37,Bengaluru Rural,Doddaballapura,Doddabelavangala PS,Cyber Crime,UPI Fraud,Medium,Charge Sheet Filed,Yes,ACT002,SEC008
CR000256,2025-08-09 11:22:57,Hassan,Hole Narsipur,Hassan Rural PS,Cyber Crime,Phishing,Medium,Pending Trial,Yes,ACT002,SEC009
CR000257,2024-09-06 18:23:46,Hassan,Arsikere,Gandasi PS,Property Crime,Chain Snatching,Medium,Under Investigation,Yes,ACT001,SEC004
CR000258,2026-05-06 23:06:11,Udupi,Kundapura,Udupi CEN Crime PS,Crime Against Women,Sexual Harassment,High,Under Investigation,Yes,ACT001,SEC007
CR000259,2025-05-04 12:31:59,Chitradurga,Hosdurga,Chitrahalli Gate PS,Rural Crime,Cattle Theft,Medium,Pending Trial,Yes,ACT001,SEC019
CR000260,2025-12-27 19:12:08,Tumakuru,Madhugiri,Kunigal PS,Property Crime,Vehicle Theft,Medium,Pending Trial,Yes,ACT001,SEC003
CR000261,2024-12-27 10:01:39,Tumakuru,Tiptur,Tumkur Town PS,Economic Crime,Cheating,Medium,Pending Trial,Yes,ACT001,SEC005
CR000262,2025-11-27 03:22:18,Mysuru,Saligrama,Bylakuppe PS,Violent Crime,Assault,Critical,Pending Trial,Yes,ACT001,SEC006
CR000263,2025-08-08 12:33:56,Bengaluru Rural,Doddaballapura,Hosakote PS,Crime Against Women,Stalking,High,Closed,Yes,ACT001,SEC013
CR000264,2025-10-12 21:50:25,Belagavi,Yaragatti,Sankeshwar PS,Violent Crime,Attempt to Murder,Critical,Under Investigation,Yes,ACT001,SEC002
CR000265,2025-09-04 13:31:23,Chitradurga,Hiriyur,Chitradurga CEN Crime PS,Rural Crime,Sand Mining,Medium,Charge Sheet Filed,Yes,ACT001,SEC021
CR000266,2025-02-15 04:36:53,Chitradurga,Chitradurga,Chitradurga CEN Crime PS,Cyber Crime,Phishing,Medium,Pending Trial,Yes,ACT002,SEC009
CR000267,2025-08-10 06:29:03,Koppal,Koppal,Hanumasagar PS,Cyber Crime,UPI Fraud,Medium,Charge Sheet Filed,Yes,ACT002,SEC008
CR000268,2025-11-17 10:58:24,Kodagu,Kushalnagar,Madikeri Town PS,Violent Crime,Assault,Critical,Charge Sheet Filed,Yes,ACT001,SEC006
CR000269,2024-10-27 18:46:00,Bengaluru Urban,Bengaluru North,Vijayanagar Traffic PS,Cyber Crime,OTP Scam,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR000270,2025-02-25 23:09:39,Mysuru,Saraguru,Kowlande PS,Crime Against Women,Stalking,High,Charge Sheet Filed,Yes,ACT001,SEC013
CR000271,2026-03-12 21:04:15,Kolar,Malur,Vemagal PS,Economic Crime,Cheating,Medium,Pending Trial,No,ACT001,SEC005
CR000272,2025-03-26 04:13:17,Bengaluru Rural,Devanahalli,Attibele PS,Rural Crime,Crop Theft,Medium,Pending Trial,Yes,ACT001,SEC020
CR000273,2024-08-24 21:00:34,Bengaluru South,Magadi,CHANNAPATNA TRAFFIC PS,Economic Crime,Financial Fraud,Medium,Under Investigation,Yes,ACT002,SEC014
CR000274,2025-11-23 22:46:37,Mysuru,Heggadadevankote,Alanahally PS,Rural Crime,Crop Theft,Medium,Pending Trial,No,ACT001,SEC020
CR000275,2025-02-26 06:58:26,Udupi,Udupi,Kundapura Traffic PS,Violent Crime,Attempt to Murder,Critical,Closed,Yes,ACT001,SEC002
CR000276,2024-12-28 15:58:48,Mysuru,Heggadadevankote,Lashkar PS,Property Crime,Vehicle Theft,Medium,Under Investigation,Yes,ACT001,SEC003
CR000277,2025-01-14 14:29:53,Bagalkote,Hungund,Bilagi PS,Property Crime,Vehicle Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR000278,2025-07-31 12:37:42,Bengaluru Urban,Bengaluru East,Kodigehalli PS,Cyber Crime,OTP Scam,Medium,Pending Trial,No,ACT002,SEC009
CR000279,2024-09-06 18:26:20,Hassan,Hole Narsipur,Hassan Traffic PS,Cyber Crime,OTP Scam,Medium,Pending Trial,Yes,ACT002,SEC009
CR000280,2026-07-02 06:18:03,Chitradurga,Chitradurga,Chitrahalli Gate PS,Rural Crime,Crop Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC020
CR000281,2026-02-24 13:04:06,Mysuru,Nanjangud,Nanjanagudu Rural PS,Economic Crime,Cheating,Medium,Charge Sheet Filed,No,ACT001,SEC005
CR000282,2026-05-30 18:18:42,Bengaluru Rural,Nelamangala,Nelamangala Town PS,Public Order,Rioting,Medium,Closed,Yes,ACT001,SEC018
CR000283,2026-05-24 13:54:56,Tumakuru,Chiknayakanhalli,Chelur PS,Public Order,Illegal Gambling,Medium,Pending Trial,Yes,ACT007,SEC016
CR000284,2024-10-09 00:13:10,Shivamogga,Hosanagara,Shimoga Rural PS,Cyber Crime,Phishing,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR000285,2024-08-26 20:19:31,Mysuru,Nanjangud,Mysuru Women PS,Property Crime,Shop Theft,Medium,Charge Sheet Filed,No,ACT001,SEC003
CR000286,2025-05-07 20:17:52,Tumakuru,Koratagere,Tumkur Rural PS,Rural Crime,Sand Mining,Medium,Pending Trial,Yes,ACT001,SEC021
CR000287,2024-11-11 23:56:26,Kalaburagi,Jevargi,Miryan PS,Rural Crime,Crop Theft,Medium,Closed,Yes,ACT001,SEC020
CR000288,2025-06-06 14:48:43,Kalaburagi,Kalagi,Revoor PS,Violent Crime,Robbery,Critical,Closed,Yes,ACT001,SEC004
CR000289,2025-09-21 18:30:05,Kalaburagi,Sedam,Malkhed PS,Violent Crime,Assault,Critical,Closed,Yes,ACT001,SEC006
CR000290,2025-06-06 05:49:49,Bengaluru Urban,Bengaluru South,Shivajinagar PS,Cyber Crime,Phishing,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR000291,2025-01-03 16:46:10,Kolar,Kolar Gold Field,Mulbagal Rural PS,Public Order,Illegal Liquor,Medium,Pending Trial,Yes,ACT004,SEC017
CR000292,2026-04-04 23:12:57,Chikkamagaluru,Sringeri,Jayapura PS,Property Crime,Chain Snatching,Medium,Pending Trial,Yes,ACT001,SEC004
CR000293,2025-11-05 13:40:44,Belagavi,Khanapur,Khadebazar PS,Cyber Crime,UPI Fraud,Medium,Closed,Yes,ACT002,SEC008
CR000294,2024-08-28 10:50:25,Bengaluru Rural,Doddaballapura,Bengaluru CEN Crime PS,Cyber Crime,OTP Scam,Medium,Under Investigation,Yes,ACT002,SEC009
CR000295,2025-11-05 03:07:15,Chikkaballapura,Chelur,Peresandra PS,Economic Crime,Cheating,Medium,Closed,Yes,ACT001,SEC005
CR000296,2025-03-08 04:23:51,Chamarajanagar,Gundlupet,Chamarajanagar Traffic PS,Crime Against Women,Stalking,High,Charge Sheet Filed,Yes,ACT001,SEC013
CR000297,2026-03-31 11:45:22,Hassan,Alur,Arakalagud PS,Violent Crime,Murder,Critical,Pending Trial,Yes,ACT001,SEC001
CR000298,2025-09-13 10:00:26,Mandya,Krishnarajpet,Bindiganavile PS,Public Order,Illegal Liquor,Medium,Pending Trial,Yes,ACT004,SEC017
CR000299,2024-12-17 02:07:24,Bidar,Bidar,Gandhi Gunj PS,Public Order,Illegal Liquor,Medium,Closed,Yes,ACT004,SEC017
CR000300,2026-07-13 18:36:57,Mysuru,Heggadadevankote,Bettadapura PS,Crime Against Women,Domestic Violence,High,Closed,Yes,ACT001,SEC012
CR000301,2025-10-27 15:34:37,Kolar,Srinivaspur,Srinivasapura PS,Cyber Crime,UPI Fraud,Medium,Pending Trial,Yes,ACT002,SEC008
CR000302,2025-12-01 15:30:50,Bengaluru Rural,Doddaballapura,Thyamagondlu PS,Crime Against Women,Sexual Harassment,High,Charge Sheet Filed,Yes,ACT001,SEC007
CR000303,2026-05-24 23:03:24,Mandya,Maddur,Mandya Rural PS,Violent Crime,Murder,Critical,Under Investigation,Yes,ACT001,SEC001
CR000304,2025-04-14 18:43:40,Dakshina Kannada,Mangaluru,Cyber Crime PS Mangaluru City,Public Order,Illegal Gambling,Medium,Closed,Yes,ACT007,SEC016
CR000305,2026-06-25 08:55:34,Belagavi,Raybag,Khanapur PS,Cyber Crime,Phishing,Medium,Closed,Yes,ACT002,SEC009
CR000306,2026-03-07 22:13:29,Uttara Kannada,Siddapur,Murudeshwar PS,Crime Against Women,Sexual Harassment,High,Under Investigation,Yes,ACT001,SEC007
CR000307,2025-11-16 05:50:50,Kolar,Kolar Gold Field,Mulbagal Town PS,Cyber Crime,UPI Fraud,Medium,Under Investigation,No,ACT002,SEC008
CR000308,2025-07-21 06:42:44,Uttara Kannada,Bhatkal,Mundgod PS,Property Crime,House Burglary,Medium,Pending Trial,Yes,ACT001,SEC003
CR000309,2024-11-15 07:39:08,Tumakuru,Kunigal,Honnavalli PS,Violent Crime,Attempt to Murder,Critical,Charge Sheet Filed,Yes,ACT001,SEC002
CR000310,2025-04-04 14:02:40,Bengaluru South,Magadi,Kaggalipura PS,Crime Against Women,Domestic Violence,High,Closed,Yes,ACT001,SEC012
CR000311,2024-09-27 15:31:42,Kolar,Mulbagal,Srinivasapura PS,Property Crime,Shop Theft,Medium,Pending Trial,No,ACT001,SEC003
CR000312,2025-04-03 02:46:18,Hassan,Channarayapatna,Hassan Traffic PS,Violent Crime,Robbery,Critical,Charge Sheet Filed,Yes,ACT001,SEC004
CR000313,2025-03-23 21:22:54,Davanagere,Harihar,Jagalur PS,Violent Crime,Murder,Critical,Under Investigation,Yes,ACT001,SEC001
CR000314,2026-01-20 15:52:01,Hassan,Belur,Channarayapatna Town PS,Cyber Crime,Phishing,Medium,Under Investigation,Yes,ACT002,SEC009
CR000315,2026-05-08 15:55:26,Bidar,Bidar,Humnabad Traffic PS,Economic Crime,Forgery,Medium,Closed,Yes,ACT001,SEC015
CR000316,2025-08-22 16:54:02,Kolar,Srinivaspur,Gownapalli PS,Cyber Crime,Phishing,Medium,Under Investigation,Yes,ACT002,SEC009
CR000317,2026-06-30 20:14:55,Davanagere,Nyamathi,Bilichodu PS,Property Crime,Chain Snatching,Medium,Charge Sheet Filed,Yes,ACT001,SEC004
CR000318,2025-05-23 21:55:43,Bengaluru Urban,Bengaluru South,Hebbal PS,Public Order,Illegal Liquor,Medium,Pending Trial,Yes,ACT004,SEC017
CR000319,2025-12-06 15:06:55,Hassan,Channarayapatna,Halebeedu PS,Violent Crime,Robbery,Critical,Charge Sheet Filed,Yes,ACT001,SEC004
CR000320,2024-10-22 08:54:28,Tumakuru,Sira,Kolala PS,Violent Crime,Murder,Critical,Pending Trial,Yes,ACT001,SEC001
CR000321,2026-06-07 14:38:30,Hassan,Hassan,Arasikere Town PS,Violent Crime,Robbery,Critical,Pending Trial,Yes,ACT001,SEC004
CR000322,2024-12-08 10:00:22,Hassan,Alur,Hallymysore PS,Economic Crime,Forgery,Medium,Charge Sheet Filed,Yes,ACT001,SEC015
CR000323,2026-01-23 23:33:25,Tumakuru,Madhugiri,Dandina Shivara PS,Rural Crime,Sand Mining,Medium,Closed,Yes,ACT001,SEC021
CR000324,2025-12-06 20:30:51,Chamarajanagar,Chamarajanagar,Chamarajanagar Traffic PS,Property Crime,Shop Theft,Medium,Pending Trial,Yes,ACT001,SEC003
CR000325,2025-09-12 17:00:24,Belagavi,Khanapur,Khadebazar PS,Property Crime,Chain Snatching,Medium,Charge Sheet Filed,No,ACT001,SEC004
CR000326,2025-04-06 18:34:38,Chikkaballapura,Sidlaghatta,Nandi Giridhama PS,Rural Crime,Cattle Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC019
CR000327,2025-07-27 05:05:17,Tumakuru,Gubbi,Jayanagara PS,Economic Crime,Cheating,Medium,Under Investigation,Yes,ACT001,SEC005
CR000328,2025-08-13 09:06:07,Kalaburagi,Kalagi,Kamalapur PS,Property Crime,Vehicle Theft,Medium,Charge Sheet Filed,Yes,ACT001,SEC003
CR000329,2025-08-16 18:18:19,Uttara Kannada,Honavar,Joida PS,Public Order,Rioting,Medium,Under Investigation,Yes,ACT001,SEC018
CR000330,2025-05-09 10:21:24,Yadgir,Hunasagi,Gurumitkal PS,Violent Crime,Murder,Critical,Under Investigation,Yes,ACT001,SEC001
CR000331,2026-02-14 04:00:19,Bagalkote,Hungund,Lokapur PS,Rural Crime,Sand Mining,Medium,Under Investigation,Yes,ACT001,SEC021
CR000332,2025-07-27 06:21:07,Haveri,Hangal,Kaginele PS,Public Order,Illegal Liquor,Medium,Pending Trial,No,ACT004,SEC017
CR000333,2026-04-29 13:47:53,Mandya,Krishnarajpet,K.R. Sagar PS,Property Crime,House Burglary,Medium,Pending Trial,No,ACT001,SEC003
CR000334,2025-12-26 02:10:17,Kalaburagi,Aland,MB Nagar PS,Violent Crime,Assault,Critical,Pending Trial,Yes,ACT001,SEC006
CR000335,2025-11-01 16:20:09,Gadag,Gajendragad,Nargund PS,Violent Crime,Assault,Critical,Charge Sheet Filed,Yes,ACT001,SEC006
CR000336,2024-11-06 17:43:15,Uttara Kannada,Yellapur,New Market PS,Violent Crime,Attempt to Murder,Critical,Pending Trial,Yes,ACT001,SEC002
CR000337,2025-10-08 06:13:59,Bengaluru South,Ramanagara,Tavarekere PS,Crime Against Women,Sexual Harassment,High,Closed,Yes,ACT001,SEC007
CR000338,2024-09-04 10:39:51,Kolar,Bangarapet,Kyasamballi Police Station,Cyber Crime,OTP Scam,Medium,Charge Sheet Filed,Yes,ACT002,SEC009
CR000339,2025-03-04 11:57:13,Belagavi,Khanapur,Belgaum North Traffic PS,Property Crime,Vehicle Theft,Medium,Pending Trial,Yes,ACT001,SEC003
CR000340,2025-01-24 08:31:11,Shivamogga,Shikarpur,Jog PS,Rural Crime,Sand Mining,Medium,Closed,Yes,ACT001,SEC021
CR000341,2024-10-06 16:01:03,Yadgir,Hunasagi,Gurumitkal PS,Economic Crime,Forgery,Medium,Closed,Yes,ACT001,SEC015
