investigation_id,case_id,investigating_officer_id,investigation_start_date,investigation_end_date,investigation_status,evidence_collected,witness_count,forensic_required,forensic_completed,remarks
INV000250,CR000250,EMP006942,2024-08-01,,Ongoing,No,2,Yes,Yes,Investigation in progress.
INV000251,CR000251,EMP005105,2025-03-08,2025-07-12,Closed,Yes,4,Yes,Yes,Case closed due to insufficient evidence.
INV000252,CR000252,EMP003279,2024-12-22,2025-02-20,Completed,Yes,1,No,No,Investigation completed successfully.
INV000253,CR000253,EMP005096,2026-05-26,2026-08-19,Completed,Yes,10,No,No,Evidence verified and case completed.
INV000254,CR000254,EMP000247,2025-01-13,2025-06-17,Closed,Yes,4,Yes,Yes,Complaint found to be false.
INV000255,CR000255,EMP003285,2024-07-24,2024-12-05,Closed,Yes,9,Yes,Yes,Investigation closed after verification.
INV000256,CR000256,EMP009357,2024-10-12,,Ongoing,Yes,6,Yes,Yes,Additional witnesses being examined.
INV000257,CR000257,EMP003279,2025-06-05,2025-08-06,Closed,Yes,0,No,No,Case closed due to insufficient evidence.
INV000258,CR000258,EMP000591,2024-07-14,2024-09-30,Completed,Yes,1,No,No,Evidence verified and case completed.
INV000259,CR000259,EMP007837,2025-04-18,,Ongoing,Yes,3,No,No,Awaiting forensic report.
INV000260,CR000260,EMP004705,2024-07-11,2024-07-29,Closed,Yes,3,No,No,Case closed due to insufficient evidence.
INV000261,CR000261,EMP002321,2025-09-12,2026-02-17,Completed,Yes,7,No,No,Witness statements recorded.
INV000262,CR000262,EMP005815,2025-05-02,2025-06-27,Completed,Yes,3,Yes,Yes,Evidence verified and case completed.
INV000263,CR000263,EMP001588,2025-03-18,2025-08-10,Closed,No,6,No,No,Complaint found to be false.
INV000264,CR000264,EMP000229,2026-05-11,,Ongoing,Yes,6,No,No,Additional witnesses being examined.
INV000265,CR000265,EMP003298,2026-05-16,2026-07-22,Completed,Yes,8,Yes,No,Witness statements recorded.
INV000266,CR000266,EMP009259,2024-09-06,2024-12-08,Completed,Yes,5,Yes,Yes,Witness statements recorded.
INV000267,CR000267,EMP003297,2024-12-18,2025-03-28,Completed,Yes,5,No,No,Investigation completed successfully.
INV000268,CR000268,EMP003256,2025-01-05,,Ongoing,Yes,3,Yes,Yes,Awaiting forensic report.
INV000269,CR000269,EMP009238,2025-12-31,2026-04-04,Completed,No,8,Yes,Yes,Investigation completed successfully.
INV000270,CR000270,EMP008224,2025-07-01,2025-12-22,Closed,Yes,3,Yes,No,Investigation closed after verification.
INV000271,CR000271,EMP001314,2025-10-28,2025-12-08,Closed,Yes,3,Yes,Yes,Complaint found to be false.
INV000272,CR000272,EMP006678,2025-09-29,2025-12-08,Completed,Yes,1,No,No,Evidence verified and case completed.
INV000273,CR000273,EMP006679,2026-04-10,,Ongoing,Yes,3,No,No,Investigation in progress.
INV000274,CR000274,EMP007269,2025-06-06,,Ongoing,Yes,0,Yes,Yes,Investigation in progress.
INV000275,CR000275,EMP004749,2026-04-06,2026-06-27,Closed,Yes,4,No,No,Investigation closed after verification.
INV000276,CR000276,EMP008596,2025-10-15,2025-10-28,Closed,Yes,5,No,No,Complaint found to be false.
INV000277,CR000277,EMP001636,2024-08-25,2024-11-17,Completed,Yes,7,Yes,Yes,Witness statements recorded.
INV000278,CR000278,EMP005439,2024-07-30,,Ongoing,Yes,5,Yes,Yes,Awaiting forensic report.
INV000279,CR000279,EMP006150,2025-07-14,,Ongoing,No,3,No,No,Additional witnesses being examined.
INV000280,CR000280,EMP004667,2024-10-07,2024-12-16,Closed,Yes,4,No,No,Investigation closed after verification.
INV000281,CR000281,EMP001723,2025-05-07,,Ongoing,No,6,Yes,Yes,Evidence collection in progress.
INV000282,CR000282,EMP009331,2024-08-12,2024-08-29,Completed,Yes,7,No,No,Witness statements recorded.
INV000283,CR000283,EMP005128,2026-01-01,2026-05-04,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV000284,CR000284,EMP003303,2026-07-04,2026-08-21,Closed,Yes,0,No,No,Case closed due to insufficient evidence.
INV000285,CR000285,EMP008934,2025-08-02,2025-11-12,Closed,No,1,Yes,Yes,Investigation closed after verification.
INV000286,CR000286,EMP004824,2024-09-02,,Ongoing,Yes,5,No,No,Awaiting forensic report.
INV000287,CR000287,EMP000789,2024-07-18,2024-12-15,Completed,Yes,4,No,No,Investigation completed successfully.
INV000288,CR000288,EMP001343,2025-08-26,,Ongoing,No,3,No,No,Awaiting forensic report.
INV000289,CR000289,EMP004831,2025-08-05,2025-09-10,Completed,Yes,4,No,No,Investigation completed successfully.
INV000290,CR000290,EMP008802,2026-05-30,2026-10-13,Completed,Yes,8,No,No,Charge sheet preparation underway.
INV000291,CR000291,EMP003289,2026-06-03,2026-08-01,Closed,Yes,2,No,No,Investigation closed after verification.
INV000292,CR000292,EMP006559,2025-04-06,2025-09-19,Completed,No,9,No,No,Evidence verified and case completed.
INV000293,CR000293,EMP003276,2025-10-29,2025-11-17,Closed,Yes,2,No,No,Complaint found to be false.
INV000294,CR000294,EMP003351,2025-11-07,2026-01-19,Completed,Yes,8,No,No,Charge sheet preparation underway.
INV000295,CR000295,EMP004911,2025-02-28,2025-08-21,Completed,Yes,5,No,No,Evidence verified and case completed.
INV000296,CR000296,EMP001520,2025-05-08,,Ongoing,Yes,3,No,No,Additional witnesses being examined.
INV000297,CR000297,EMP005534,2025-05-28,2025-11-27,Completed,Yes,9,No,No,Evidence verified and case completed.
INV000298,CR000298,EMP005632,2026-02-25,,Ongoing,Yes,4,Yes,Yes,Awaiting forensic report.
INV000299,CR000299,EMP003307,2025-10-28,2026-02-20,Closed,Yes,1,No,No,Complaint found to be false.
INV000300,CR000300,EMP009386,2025-03-05,2025-08-05,Closed,Yes,4,No,No,Investigation closed after verification.
INV000301,CR000301,EMP003266,2025-03-01,2025-05-17,Completed,No,4,No,No,Witness statements recorded.
INV000302,CR000302,EMP001333,2025-09-13,2025-11-09,Completed,Yes,3,No,No,Charge sheet preparation underway.
INV000303,CR000303,EMP007424,2026-02-17,2026-07-26,Closed,Yes,10,No,No,Complaint found to be false.
INV000304,CR000304,EMP006365,2024-10-20,,Ongoing,Yes,3,No,No,Awaiting forensic report.
INV000305,CR000305,EMP007834,2026-02-01,2026-04-14,Completed,No,10,Yes,Yes,Witness statements recorded.
INV000306,CR000306,EMP008509,2026-02-05,2026-07-20,Completed,Yes,0,No,No,Witness statements recorded.
INV000307,CR000307,EMP008765,2025-11-06,,Ongoing,Yes,6,No,No,Evidence collection in progress.
INV000308,CR000308,EMP009638,2025-05-18,,Ongoing,Yes,8,No,No,Evidence collection in progress.
INV000309,CR000309,EMP008204,2025-12-12,2026-05-13,Completed,Yes,4,No,No,Investigation completed successfully.
INV000310,CR000310,EMP005085,2025-03-12,2025-08-25,Closed,Yes,1,Yes,Yes,Investigation closed after verification.
INV000311,CR000311,EMP000011,2025-04-14,2025-05-15,Completed,Yes,5,Yes,Yes,Evidence verified and case completed.
INV000312,CR000312,EMP003284,2024-12-19,2025-04-11,Closed,Yes,4,No,No,Case closed due to insufficient evidence.
INV000313,CR000313,EMP003031,2026-03-13,2026-06-02,Closed,Yes,0,Yes,Yes,Case closed due to insufficient evidence.
INV000314,CR000314,EMP004995,2025-05-17,2025-06-23,Closed,Yes,3,Yes,No,Investigation closed after verification.
INV000315,CR000315,EMP006818,2026-05-06,2026-10-08,Completed,Yes,3,No,No,Charge sheet preparation underway.
INV000316,CR000316,EMP004898,2024-11-04,2025-04-29,Completed,Yes,10,No,No,Charge sheet preparation underway.
INV000317,CR000317,EMP009414,2025-12-25,2026-05-28,Completed,Yes,3,No,No,Witness statements recorded.
INV000318,CR000318,EMP003928,2026-03-04,2026-04-13,Completed,Yes,2,No,No,Investigation completed successfully.
INV000319,CR000319,EMP007382,2024-12-10,2025-03-23,Completed,Yes,4,No,No,Investigation completed successfully.
INV000320,CR000320,EMP002955,2025-03-01,2025-05-17,Completed,Yes,6,Yes,No,Evidence verified and case completed.
INV000321,CR000321,EMP000892,2025-07-27,,Ongoing,Yes,8,No,No,Additional witnesses being examined.
INV000322,CR000322,EMP008099,2024-08-12,2025-01-20,Completed,Yes,4,Yes,Yes,Evidence verified and case completed.
INV000323,CR000323,EMP003868,2025-06-23,2025-08-20,Completed,Yes,9,Yes,No,Evidence verified and case completed.
INV000324,CR000324,EMP004675,2025-12-21,2026-02-21,Closed,No,1,No,No,Case closed due to insufficient evidence.
INV000325,CR000325,EMP008794,2024-12-08,,Ongoing,Yes,2,Yes,Yes,Evidence collection in progress.
INV000326,CR000326,EMP007237,2024-11-21,2024-12-31,Completed,No,10,No,No,Charge sheet preparation underway.
INV000327,CR000327,EMP008078,2025-07-31,2026-01-08,Completed,Yes,5,No,No,Charge sheet preparation underway.
INV000328,CR000328,EMP005055,2025-07-26,2025-08-19,Completed,Yes,3,Yes,Yes,Investigation completed successfully.
INV000329,CR000329,EMP003315,2025-11-24,2026-02-13,Completed,Yes,4,No,No,Witness statements recorded.
INV000330,CR000330,EMP008164,2025-06-06,2025-09-27,Closed,Yes,9,Yes,Yes,Investigation closed after verification.
INV000331,CR000331,EMP008658,2025-08-05,2026-01-03,Completed,Yes,4,No,No,Investigation completed successfully.
INV000332,CR000332,EMP006256,2024-12-02,,Ongoing,Yes,5,No,No,Evidence collection in progress.
INV000333,CR000333,EMP006668,2024-07-19,2024-10-11,Closed,No,6,No,No,Complaint found to be false.
INV000334,CR000334,EMP006078,2024-07-17,,Ongoing,Yes,7,No,No,Additional witnesses being examined.
INV000335,CR000335,EMP008697,2024-10-05,2025-03-15,Closed,Yes,9,No,No,Case closed due to insufficient evidence.
INV000336,CR000336,EMP003277,2026-02-26,2026-05-19,Completed,Yes,5,Yes,Yes,Evidence verified and case completed.
INV000337,CR000337,EMP000080,2026-06-15,,Ongoing,Yes,5,No,No,Investigation in progress.
INV000338,CR000338,EMP000885,2025-03-24,2025-05-28,Completed,Yes,6,No,No,Investigation completed successfully.
INV000339,CR000339,EMP009981,2026-04-24,2026-07-07,Completed,Yes,7,No,No,Evidence verified and case completed.
INV000340,CR000340,EMP003268,2026-04-08,2026-05-25,Closed,Yes,5,No,No,Investigation closed after verification.
INV000341,CR000341,EMP004745,2026-07-03,2026-07-26,Closed,Yes,1,Yes,Yes,Complaint found to be false.
INV000342,CR000342,EMP009154,2026-02-23,,Ongoing,No,4,No,No,Evidence collection in progress.
INV000343,CR000343,EMP000893,2026-04-15,2026-09-16,Closed,No,10,No,No,Complaint found to be false.
INV000344,CR000344,EMP008067,2026-03-05,,Ongoing,Yes,4,No,No,Investigation in progress.
INV000345,CR000345,EMP003897,2024-07-09,,Ongoing,Yes,5,No,No,Awaiting forensic report.
INV000346,CR000346,EMP005497,2025-04-20,2025-09-23,Completed,Yes,3,No,No,Investigation completed successfully.
INV000347,CR000347,EMP008587,2025-01-05,2025-05-25,Closed,Yes,7,Yes,Yes,Case closed due to insufficient evidence.
INV000348,CR000348,EMP000650,2025-12-27,,Ongoing,Yes,4,Yes,Yes,Investigation in progress.
INV000349,CR000349,EMP001563,2024-09-06,2024-11-01,Completed,No,3,No,No,Investigation completed successfully.
INV000350,CR000350,EMP003293,2024-10-12,2024-12-21,Completed,Yes,7,No,No,Investigation completed successfully.
INV000351,CR000351,EMP004900,2026-02-28,2026-05-16,Closed,Yes,4,No,No,Case closed due to insufficient evidence.
INV000352,CR000352,EMP009736,2024-12-14,2025-02-27,Completed,Yes,5,No,No,Evidence verified and case completed.
INV000353,CR000353,EMP008167,2026-05-01,,Ongoing,Yes,6,Yes,Yes,Awaiting forensic report.
INV000354,CR000354,EMP003287,2026-06-21,2026-08-07,Completed,Yes,0,Yes,Yes,Investigation completed successfully.
INV000355,CR000355,EMP006011,2026-02-11,2026-05-31,Closed,Yes,5,Yes,Yes,Complaint found to be false.
INV000356,CR000356,EMP009284,2025-08-09,2026-01-24,Completed,Yes,7,No,No,Evidence verified and case completed.
INV000357,CR000357,EMP003858,2024-12-14,2025-05-29,Completed,Yes,5,Yes,Yes,Evidence verified and case completed.
INV000358,CR000358,EMP006264,2026-03-29,,Ongoing,Yes,3,No,No,Awaiting forensic report.
INV000359,CR000359,EMP006703,2025-04-01,,Ongoing,Yes,0,Yes,Yes,Evidence collection in progress.
INV000360,CR000360,EMP002716,2025-02-03,2025-06-19,Completed,Yes,4,Yes,Yes,Charge sheet preparation underway.
INV000361,CR000361,EMP009114,2025-11-15,2025-11-28,Completed,Yes,3,No,No,Charge sheet preparation underway.
INV000362,CR000362,EMP003298,2025-08-05,2025-09-15,Completed,Yes,6,No,No,Witness statements recorded.
INV000363,CR000363,EMP008902,2025-10-30,2025-12-12,Completed,No,7,No,No,Charge sheet preparation underway.
INV000364,CR000364,EMP007791,2026-01-18,2026-05-02,Closed,Yes,8,No,No,Case closed due to insufficient evidence.
INV000365,CR000365,EMP003002,2025-12-13,,Ongoing,Yes,5,No,No,Investigation in progress.
INV000366,CR000366,EMP008632,2024-11-02,2025-02-04,Completed,Yes,5,No,No,Witness statements recorded.
INV000367,CR000367,EMP009056,2026-02-01,,Ongoing,Yes,5,No,No,Awaiting forensic report.
INV000368,CR000368,EMP005564,2025-04-11,2025-06-26,Closed,Yes,3,No,No,Case closed due to insufficient evidence.
INV000369,CR000369,EMP008947,2025-10-14,2026-01-22,Completed,Yes,3,No,No,Charge sheet preparation underway.
INV000370,CR000370,EMP001167,2026-04-15,2026-06-10,Completed,Yes,5,No,No,Witness statements recorded.
INV000371,CR000371,EMP007377,2024-11-07,2025-02-22,Closed,Yes,4,Yes,Yes,Complaint found to be false.
INV000372,CR000372,EMP003372,2024-12-05,,Ongoing,Yes,0,No,No,Investigation in progress.
INV000373,CR000373,EMP005586,2026-02-17,2026-05-16,Closed,Yes,8,Yes,Yes,Case closed due to insufficient evidence.
INV000374,CR000374,EMP007894,2026-06-28,2026-08-05,Closed,Yes,4,Yes,Yes,Investigation closed after verification.
INV000375,CR000375,EMP007314,2025-08-05,2026-01-19,Completed,No,2,No,No,Charge sheet preparation underway.
INV000376,CR000376,EMP005401,2026-01-18,,Ongoing,Yes,3,Yes,Yes,Evidence collection in progress.
INV000377,CR000377,EMP001183,2026-01-22,2026-02-17,Completed,Yes,4,No,No,Witness statements recorded.
INV000378,CR000378,EMP006799,2024-10-24,2025-03-01,Completed,Yes,1,No,No,Charge sheet preparation underway.
INV000379,CR000379,EMP001454,2024-07-24,,Ongoing,No,3,No,No,Investigation in progress.
INV000380,CR000380,EMP008650,2026-06-12,,Ongoing,No,1,Yes,Yes,Evidence collection in progress.
INV000381,CR000381,EMP006703,2025-07-10,2025-09-27,Completed,Yes,5,No,No,Charge sheet preparation underway.
INV000382,CR000382,EMP001406,2025-04-08,,Ongoing,Yes,3,Yes,Yes,Additional witnesses being examined.
INV000383,CR000383,EMP006866,2026-01-24,2026-06-13,Closed,Yes,3,No,No,Investigation closed after verification.
INV000384,CR000384,EMP003370,2026-05-22,,Ongoing,Yes,8,No,No,Evidence collection in progress.
INV000385,CR000385,EMP008685,2025-04-27,2025-08-30,Completed,Yes,3,No,No,Witness statements recorded.
INV000386,CR000386,EMP000090,2025-01-22,2025-07-11,Completed,Yes,0,Yes,Yes,Witness statements recorded.
INV000387,CR000387,EMP008682,2025-05-13,2025-05-30,Completed,Yes,0,No,No,Charge sheet preparation underway.
INV000388,CR000388,EMP009517,2025-10-24,2025-11-27,Completed,Yes,7,No,No,Evidence verified and case completed.
INV000389,CR000389,EMP004585,2026-04-12,,Ongoing,Yes,3,No,No,Evidence collection in progress.
INV000390,CR000390,EMP005460,2026-04-13,2026-07-11,Completed,Yes,4,No,No,Witness statements recorded.
INV000391,CR000391,EMP005885,2025-09-21,2025-12-20,Closed,Yes,4,No,No,Investigation closed after verification.
INV000392,CR000392,EMP004085,2024-09-23,2024-11-02,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV000393,CR000393,EMP003255,2024-10-28,2025-03-31,Completed,Yes,5,No,No,Investigation completed successfully.
INV000394,CR000394,EMP004640,2024-07-20,2024-09-06,Completed,Yes,3,No,No,Charge sheet preparation underway.
INV000395,CR000395,EMP003292,2025-03-12,2025-07-15,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV000396,CR000396,EMP009989,2025-06-21,2025-10-19,Completed,Yes,5,No,No,Investigation completed successfully.
INV000397,CR000397,EMP004734,2025-07-24,,Ongoing,Yes,8,No,No,Evidence collection in progress.
INV000398,CR000398,EMP006704,2024-09-08,,Ongoing,Yes,9,No,No,Evidence collection in progress.
INV000399,CR000399,EMP004825,2025-06-11,2025-09-27,Completed,Yes,5,Yes,Yes,Witness statements recorded.
INV000400,CR000400,EMP000823,2026-04-26,2026-06-29,Completed,Yes,0,Yes,Yes,Investigation completed successfully.
INV000401,CR000401,EMP003306,2025-10-09,2026-01-04,Closed,Yes,10,Yes,Yes,Case closed due to insufficient evidence.
INV000402,CR000402,EMP006077,2024-11-17,,Ongoing,Yes,3,No,No,Awaiting forensic report.
INV000403,CR000403,EMP003848,2025-07-23,2025-09-22,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV000404,CR000404,EMP002941,2025-04-23,2025-08-18,Completed,Yes,5,Yes,No,Investigation completed successfully.
INV000405,CR000405,EMP000788,2025-08-31,2025-09-22,Completed,Yes,1,No,No,Evidence verified and case completed.
INV000406,CR000406,EMP001273,2025-06-15,,Ongoing,Yes,2,Yes,Yes,Evidence collection in progress.
INV000407,CR000407,EMP003289,2026-01-11,,Ongoing,No,6,No,No,Evidence collection in progress.
INV000408,CR000408,EMP008644,2025-05-26,2025-07-15,Completed,Yes,0,No,No,Charge sheet preparation underway.
INV000409,CR000409,EMP002770,2025-08-14,,Ongoing,Yes,4,No,No,Investigation in progress.
INV000410,CR000410,EMP002075,2025-01-01,2025-04-05,Completed,Yes,1,No,No,Investigation completed successfully.
INV000411,CR000411,EMP003485,2026-02-06,2026-05-17,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV000412,CR000412,EMP009425,2026-04-19,2026-08-22,Completed,Yes,9,No,No,Investigation completed successfully.
INV000413,CR000413,EMP008270,2025-08-06,2025-10-29,Closed,Yes,9,Yes,Yes,Case closed due to insufficient evidence.
INV000414,CR000414,EMP005268,2026-06-27,2026-11-07,Closed,Yes,3,No,No,Case closed due to insufficient evidence.
INV000415,CR000415,EMP006689,2025-09-10,,Ongoing,Yes,6,No,No,Additional witnesses being examined.
INV000416,CR000416,EMP006224,2026-02-02,2026-05-23,Completed,Yes,4,No,No,Witness statements recorded.
INV000417,CR000417,EMP009190,2025-07-10,2025-10-01,Closed,Yes,5,No,No,Complaint found to be false.
INV000418,CR000418,EMP001503,2025-04-23,2025-05-31,Completed,Yes,0,No,No,Evidence verified and case completed.
INV000419,CR000419,EMP001468,2025-07-18,2025-09-09,Completed,Yes,2,No,No,Evidence verified and case completed.
INV000420,CR000420,EMP000125,2024-08-03,2024-10-31,Completed,Yes,5,No,No,Witness statements recorded.
INV000421,CR000421,EMP005711,2026-07-04,2026-08-31,Completed,Yes,9,No,No,Charge sheet preparation underway.
INV000422,CR000422,EMP000626,2025-09-07,2025-12-03,Completed,Yes,6,Yes,Yes,Charge sheet preparation underway.
INV000423,CR000423,EMP002787,2025-10-28,2025-12-11,Completed,Yes,5,No,No,Witness statements recorded.
INV000424,CR000424,EMP006651,2025-05-13,2025-06-11,Closed,No,4,No,No,Case closed due to insufficient evidence.
INV000425,CR000425,EMP008940,2026-04-09,,Ongoing,No,7,Yes,Yes,Awaiting forensic report.
INV000426,CR000426,EMP001292,2025-02-16,,Ongoing,Yes,2,No,No,Additional witnesses being examined.
INV000427,CR000427,EMP004397,2026-02-13,,Ongoing,Yes,5,No,No,Additional witnesses being examined.
INV000428,CR000428,EMP009994,2025-05-25,2025-11-14,Closed,Yes,4,Yes,Yes,Investigation closed after verification.
INV000429,CR000429,EMP007020,2025-05-05,2025-07-23,Completed,Yes,2,No,No,Charge sheet preparation underway.
INV000430,CR000430,EMP008895,2025-06-11,2025-08-20,Completed,No,10,Yes,Yes,Investigation completed successfully.
